pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2023-10-01,93.4,-2.32,5.34,"Buttó, José",595909,676130,,ball,,,,,11.0,Ball,R,L,R,NYM,PHI,B,,,1,2,2023,-0.17,1.03,-1.5352716581853807,2.7519253517694695,,,,2,6,Top,,,,,,,2.407966404484999,-135.95717965728088,-3.1544431297500815,-2.701455329189537,30.81855879904636,-18.93865638858174,3.41104407488255,1.72060552520627,,,,93.3,2431.0,6.3,716355,682626,624413,677595,683146,596019,641796,542364,621466,54.2,,,,,,,,42,6,4-Seam Fastball,1,2,2,1,2,1,2,1,Infield shade,Standard,202.0,-0.002,0.041,,,,-0.041,,-1,1,0.388,0.612,25,30,25,31,3,2,7.0,1,,16.0,1.59,0.17,-0.17,36.7,,,,,
FF,2023-10-01,93.1,-1.55,6.16,"Giolito, Lucas",628451,608337,,ball,,,,,13.0,Ball,R,R,R,DET,CLE,B,,,0,1,2023,-0.45,1.34,-1.1630235522944257,1.1938220459165207,,,,0,5,Bot,,,,,,,1.9989674972096576,-135.24452193546148,-9.942535046232216,-5.973464000378795,29.89173360015857,-13.722937621321709,3.12384439593354,1.55889181114417,,,,93.4,2099.0,6.6,716361,666310,647304,677588,671289,677587,680757,657656,660757,53.89,,,,,,,,44,2,4-Seam Fastball,5,2,5,2,2,5,5,2,Standard,Standard,211.0,0.001,0.031,,,,-0.031,,3,3,0.883,0.883,28,30,29,30,3,2,5.0,1,,,1.3,0.45,0.45,52.9,,,,,
CH,2023-10-01,82.9,-1.47,5.94,"Ober, Bailey",592178,641927,,ball,,,,,14.0,Ball,R,R,R,COL,MIN,B,,,2,2,2023,-1.36,0.21,1.0623660340581815,1.2015358563940215,,,,1,7,Bot,,,,,,,8.571397502904903,-120.62766289979383,-4.968624008626827,-14.81327297961898,17.71745022345933,-29.50385338948303,3.31329292665434,1.63636939438403,,,,84.9,2154.0,7.0,716359,680777,543877,666397,456781,571657,650489,664057,656669,53.47,,,,,,,,53,5,Changeup,1,2,1,2,2,1,1,2,Standard,Standard,252.0,0.014,0.094,,,,-0.094,,-1,-1,0.31,0.31,27,31,28,31,3,2,5.0,1,6.0,,3.05,1.36,1.36,30.9,,,,,
SL,2023-10-01,85.2,1.54,5.58,"Rodriguez, Eduardo",677588,593958,field_out,hit_into_play,,,,,8.0,"Jose Tena grounds out, shortstop Javier Baez to first baseman Spencer Torkelson.",R,L,L,DET,CLE,X,6.0,ground_ball,2,2,2023,-0.26,0.14,0.1249958884651301,2.1272047597954096,,,,2,7,Top,132.48,141.74,,,,,-2.8153138100609714,-124.078950744599,-2.088848125012124,-2.0633497177533404,25.535876986116207,-30.49865584958942,3.37,1.59,6.0,99.2,-17.0,85.3,2081.0,6.4,716361,668670,679529,628451,663837,595879,668731,678009,681481,54.1,0.182,0.176,0.0,1.0,0.0,0.0,2.0,56,5,Slider,5,2,2,5,2,5,2,5,Infield shade,Strategic,218.0,0.007,-0.233,66.9,6.3,0.184,0.233,99.2,3,-3,0.934,0.0659999999999999,30,22,30,22,3,2,7.0,4,,,3.0,-0.26,-0.26,36.6,4.286739067864844,16.9851928069659,29.94627716072299,35.538748668496495,26.610340630906247
SI,2023-10-01,94.4,2.63,5.73,"Weathers, Ryan",609280,677960,,foul,,,,,14.0,Foul,R,R,L,PIT,MIA,S,,,2,2,2023,1.5,0.78,0.5636248922940013,1.0466772656265906,,,656582.0,1,6,Bot,,,,,,,-8.620807985360763,-137.01169846888686,-8.10803217804791,20.81447338090006,31.79298938181066,-20.6751093014771,3.23,1.54,199.0,69.0,33.0,93.4,1992.0,5.9,716362,663743,493329,669364,542932,621563,650559,641658,660821,54.55,,,,,,,,42,6,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,132.0,0.0,0.0,69.2,7.4,,0.0,88.0,0,0,0.572,0.572,23,28,24,28,3,2,41.0,1,,,1.8,1.5,-1.5,37.2,-7.971217384101039,15.905810812278173,35.64313722684502,46.80127539527876,18.080646481450707
SI,2023-10-01,94.4,-2.91,5.67,"Ureña, José",596847,570632,field_out,hit_into_play,,,,,4.0,Ji Man Choi flies out to left fielder Tyler Naquin.,R,L,R,CWS,SD,X,7.0,fly_ball,3,1,2023,-1.49,0.63,-0.4328351517296174,2.0637934801294966,,,676946.0,1,6,Top,35.15,99.34,,,,,9.840887218731734,-137.1665415895449,-5.127066328501723,-20.963323667503172,29.60608887425371,-23.243399036101486,3.2,1.55,332.0,98.3,33.0,95.2,2159.0,6.8,716356,656024,683734,621545,672820,462101,571980,572204,657757,53.74,0.328,0.6220999999999999,0.0,1.0,0.0,0.0,5.0,41,5,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,229.0,0.065,-0.386,76.0,7.0,1.234,0.386,98.3,0,0,0.475,0.525,31,32,32,32,3,1,5.0,1,,,1.93,1.49,-1.49,28.3,12.789745368918515,16.943754254581247,33.98826902974336,35.96509653192517,25.629489292639025
FF,2023-10-01,92.4,2.09,4.81,"Harrison, Kyle",518692,690986,field_out,hit_into_play,,,,,5.0,Freddie Freeman flies out to left fielder Michael Conforto.,R,L,L,SF,LAD,X,7.0,fly_ball,2,1,2023,1.21,1.07,0.0051901602994575,2.835817987971276,,681546.0,,2,5,Top,56.55,109.57,,,,,-7.940440931741602,-134.39652985572278,-1.5298831085898912,16.36289889373022,28.61396785733704,-19.116333464494655,3.63,1.83,281.0,88.0,36.0,92.6,2243.0,6.4,716363,666165,664774,642731,669477,543063,624424,666149,573262,54.12,0.029,0.046,0.0,1.0,0.0,0.0,3.0,34,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,127.0,0.047,-0.29,72.2,6.6,0.079,0.29,88.0,0,0,0.52,0.48,21,33,22,34,3,2,10.0,1,,6.0,1.6,1.21,1.21,30.7,6.7838616614271094,6.658038550394905,41.032749350511395,39.76516079961576,24.48258896993051
FF,2023-10-01,93.9,-2.18,5.45,"Buttó, José",595909,676130,,foul,,,,,12.0,Foul,R,L,R,NYM,PHI,S,,,1,2,2023,-0.06,1.35,0.7696052346882294,3.542329374857216,,,,2,6,Top,,,,,,,7.734405094231207,-136.47393649808595,-2.118381112085274,-2.644306503071157,33.971817517516186,-15.11546978586555,3.41,1.64,161.0,67.8,28.0,93.2,2460.0,6.2,716355,682626,624413,677595,683146,596019,641796,542364,621466,54.28,,,,,,,,42,5,4-Seam Fastball,1,2,2,1,2,1,2,1,Infield shade,Standard,204.0,0.0,0.0,50.1,4.8,,0.0,88.0,-1,1,0.388,0.612,25,30,25,31,3,2,7.0,1,,16.0,1.27,0.06,-0.06,39.1,-4.229110895385048,28.773342835080864,35.40965347012441,29.796137347704807,13.753330488313807
FF,2023-10-01,93.6,-1.46,6.19,"Giolito, Lucas",628451,608337,,called_strike,,,,,2.0,Called Strike,R,R,R,DET,CLE,S,,,0,0,2023,-0.37,1.35,-0.2217921604983965,2.9203034514472463,,,,0,5,Bot,,,,,,,4.048853801438532,-136.0721787292661,-5.648756859429923,-5.573360479236589,32.30160090271628,-14.362542322457791,3.1457770935811,1.58065679806284,,,,93.7,2196.0,6.6,716361,666310,647304,677588,671289,677587,680757,657656,660757,53.89,,,,,,,,44,1,4-Seam Fastball,5,2,5,2,2,5,5,2,Standard,Standard,206.0,-0.001,-0.042,,,,0.042,,3,3,0.884,0.884,28,30,29,30,3,2,5.0,1,,,1.27,0.37,0.37,52.6,,,,,
FF,2023-10-01,99.1,-2.58,5.74,"Greene, Hunter",676761,668881,,foul,,,,,1.0,Foul,R,L,R,STL,CIN,S,,,0,0,2023,-1.1,1.33,-0.7113500806934914,2.7732675182751585,691023.0,668800.0,665877.0,2,5,Bot,,,,,,,7.71932089985553,-144.0916279151897,-5.829612933342699,-17.093779479138405,32.95183561545771,-12.4226949663327,3.179,1.474,,,,99.7,2376.0,6.6,716353,571912,663886,669222,682622,682829,605361,656413,666181,53.89,,,,,,,,45,1,4-Seam Fastball,4,2,4,2,2,4,4,2,Standard,Standard,227.0,-0.007,-0.047,67.4,6.9,,0.047,,2,2,0.826,0.826,23,28,24,28,3,2,5.0,2,,,0.99,1.1,-1.1,29.8,11.739630055270563,5.365882730138514,29.07824972339803,38.63308422836187,19.871964805121955
FF,2023-10-01,92.1,-1.35,5.98,"Ober, Bailey",592178,641927,,foul,,,,,11.0,Foul,R,R,R,COL,MIN,S,,,2,1,2023,-0.55,1.09,-0.0529180000638025,3.478364927947505,,,,1,7,Bot,,,,,,,4.5571985899315495,-134.26288512590494,-3.0846496537148425,-7.506673491214051,20.93045379047105,-18.382419756821164,3.32,1.7,231.0,80.2,58.0,94.7,2304.0,7.1,716359,680777,543877,666397,456781,571657,650489,664057,656669,53.43,,,,,,,,53,4,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,211.0,-0.011,-0.076,67.5,7.0,,0.076,88.0,-1,-1,0.321,0.321,27,31,28,31,3,2,5.0,1,6.0,,1.53,0.55,0.55,32.9,10.03333542250307,14.164087443122911,33.15896991266484,37.802970212002634,21.380640589511316
CU,2023-10-01,79.5,-2.27,5.49,"Buttó, José",595909,676130,,ball,,,,,14.0,Ball,R,L,R,NYM,PHI,B,,,0,2,2023,0.25,-0.54,0.1527112040450972,0.4116457256217942,,,,2,6,Top,,,,,,,4.813583232295717,-115.5173247778487,-3.2318786938695383,1.1689563337284683,25.166072895023536,-36.458540837661566,3.3176405708287,1.60467330413346,,,,78.7,2428.0,6.2,716355,682626,624413,677595,683146,596019,641796,542364,621466,54.32,,,,,,,,42,4,Curveball,1,2,2,1,2,1,2,1,Infield shade,Standard,36.0,-0.001,0.022,,,,-0.022,,-1,1,0.389,0.611,25,30,25,31,3,2,7.0,1,,16.0,4.2,-0.25,0.25,39.8,,,,,
FF,2023-10-01,98.4,-2.84,5.76,"Greene, Hunter",665877,668881,walk,ball,,,,,11.0,Jose Fermin walks. Andrew Knizner to 2nd.,R,R,R,STL,CIN,B,,,3,0,2023,-1.08,1.19,-1.4740775750736002,3.2599746762872392,691023.0,,668800.0,2,5,Bot,,,,,,,6.205974867505069,-143.07929616850782,-4.058375029482132,-16.32825261182663,33.800644921912436,-15.14087517371374,3.13525337568565,1.48925849956876,,,,98.2,2329.0,6.3,716353,571912,663886,669222,682622,682829,605361,656413,666181,54.22,,0.695903,0.7,1.0,0.0,0.0,,44,4,4-Seam Fastball,4,2,4,2,2,4,4,2,Standard,Standard,231.0,0.006,0.029,,,,-0.029,,2,2,0.82,0.82,23,24,24,24,3,2,5.0,1,,,1.18,1.08,1.08,25.7,,,,,
CH,2023-10-01,87.0,2.71,5.72,"Weathers, Ryan",609280,677960,,blocked_ball,,,,,13.0,Ball In Dirt,R,R,L,PIT,MIA,B,,,1,2,2023,1.24,0.55,-0.1599167937076628,0.5301739930259779,,,656582.0,1,6,Bot,,,,,,,-9.32361220587542,-126.2119108781658,-7.301643958652536,15.195234039982717,25.87293442325109,-24.95434582262389,3.20410934512535,1.48745239652598,,,,86.1,1607.0,5.9,716362,663743,493329,669364,542932,621563,650559,641658,660821,54.6,,,,,,,,42,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,123.0,0.007,0.047,,,,-0.047,,0,0,0.565,0.565,23,28,24,28,3,2,41.0,1,,,2.48,1.24,-1.24,36.5,,,,,
SV,2023-10-01,82.9,2.25,4.6,"Harrison, Kyle",518692,690986,,ball,,,,,14.0,Ball,R,L,L,SF,LAD,B,,,1,1,2023,-0.46,-0.01,0.4564746265273478,1.2529703933948282,,,681546.0,2,5,Top,,,,,,,-3.1964571291616224,-120.86413363206876,-1.2369116124033102,-4.0166736369673,21.264216884056957,-32.29268401492798,3.65877306873592,1.85958125389442,,,,83.3,2115.0,6.2,716363,666165,664774,642731,669477,543063,624424,666149,573262,54.25,,,,,,,,34,3,Slurve,0,0,0,0,0,0,0,0,Standard,Standard,114.0,-0.018,0.036,,,,-0.036,,0,0,0.538,0.4619999999999999,21,33,22,34,3,2,10.0,1,,6.0,3.29,-0.46,-0.46,26.3,,,,,
FF,2023-10-01,92.2,-1.39,5.94,"Ober, Bailey",592178,641927,,swinging_strike,,,,,6.0,Swinging Strike,R,R,R,COL,MIN,S,,,2,0,2023,-0.67,1.18,0.2815397997749294,2.611960101380439,,,,1,7,Bot,,,,,,,5.791203191777291,-134.28309756138702,-5.441366082556781,-9.140036187208583,21.469109950060492,-16.831742982023815,3.32,1.7,,,,94.7,2325.0,7.1,716359,680777,543877,666397,456781,571657,650489,664057,656669,53.4,,,,,,,,53,3,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,212.0,-0.011,-0.062,70.2,7.3,,0.062,,-1,-1,0.332,0.332,27,31,28,31,3,2,5.0,1,6.0,,1.44,0.67,0.67,37.5,-0.7715701830628003,23.933327837762572,40.43351217234338,41.98200064269438,11.305530541442314
FF,2023-10-01,92.1,1.75,5.5,"Rodriguez, Eduardo",677588,593958,,foul,,,,,3.0,Foul,R,L,L,DET,CLE,S,,,2,1,2023,0.55,1.0,0.3348086766669654,3.131291547499851,,,,2,7,Top,,,,,,,-4.7886578157681114,-134.14805304152588,-2.3864980112810343,7.60532419553141,27.808986982557684,-19.769203004560048,3.37,1.59,232.0,78.4,51.0,92.3,2139.0,6.3,716361,668670,679529,628451,663837,595879,668731,678009,681481,54.21,,,,,,,,56,4,4-Seam Fastball,5,2,2,5,2,5,2,5,Standard,Strategic,149.0,0.002,-0.081,58.2,5.7,,0.081,88.0,3,-3,0.932,0.0679999999999999,30,22,30,22,3,2,7.0,4,,,1.67,0.55,0.55,36.1,-5.810037157150889,17.934762013308227,24.73667511082588,33.815330963561244,19.051683342489113
CH,2023-10-01,80.1,-1.76,6.02,"Giolito, Lucas",663837,608337,home_run,hit_into_play,,,,,1.0,Matt Vierling homers (10) on a fly ball to left field. Kerry Carpenter scores.,R,R,R,DET,CLE,X,,fly_ball,3,2,2023,-1.03,0.97,-0.6879126847527666,3.047592743562461,,,681481.0,0,5,Bot,6.82,79.29,,,,,4.340210888923945,-116.5529864467088,-1.6997393982439322,-10.175365907286194,21.39866645552029,-23.239069053972727,3.47,1.67,414.0,108.1,28.0,80.7,1451.0,6.6,716361,666310,647304,677588,671289,677587,680757,657656,660757,53.86,0.948,1.896153846153846,2.0,1.0,0.0,3.0,6.0,43,6,Changeup,3,2,3,2,2,5,5,2,Standard,Standard,228.0,0.136,0.998,,,3.783,-0.998,108.1,1,1,0.748,0.748,28,26,29,27,3,2,5.0,1,,,2.58,1.03,1.03,49.5,,,,,
SI,2023-10-01,94.9,-3.23,5.55,"Ureña, José",596847,570632,,ball,,,,,13.0,Ball,R,L,R,CWS,SD,B,,,2,1,2023,-1.47,0.55,-1.400621157629424,2.1542516569388797,,,676946.0,1,6,Top,,,,,,,8.203702013234285,-137.92466876856506,-4.5276306560043205,-20.615954896949415,28.78328918879923,-24.286627580809963,3.17773016035255,1.57193674941287,,,,96.3,2059.0,7.0,716356,656024,683734,621545,672820,462101,571980,572204,657757,53.47,,,,,,,,41,4,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,233.0,-0.017,0.1,,,,-0.1,,0,0,0.492,0.508,31,32,32,32,3,1,5.0,1,,,1.97,1.47,-1.47,29.3,,,,,
FF,2023-10-01,95.5,-1.98,6.22,"Rutledge, Jackson",671739,671131,field_out,hit_into_play,,,,,6.0,Michael Harris II flies out to left fielder Alex Call.,R,L,R,ATL,WSH,X,7.0,fly_ball,0,0,2023,-1.02,1.17,0.3525532223681602,2.8236810366843894,645277.0,,663586.0,2,5,Bot,62.34,133.14,,,,,8.403584216058373,-138.76449719464352,-5.887627600891869,-15.092518448594348,32.57258706601125,-15.87973452355752,3.45,1.59,228.0,89.0,56.0,95.0,2345.0,6.2,716354,686452,608841,545121,666198,682928,669743,696285,657041,54.32,0.008,0.007,0.0,1.0,0.0,0.0,3.0,49,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,230.0,-0.067,-0.309,72.8,7.5,0.009,0.309,89.0,0,0,0.567,0.567,24,22,24,22,3,2,7.0,1,,6.0,1.34,1.02,-1.02,31.3,6.542732141774487,3.46662332484156,27.929337552615188,34.46971470125033,27.774739989998853
FF,2023-10-01,95.2,-2.29,5.44,"Buttó, José",595909,676130,,foul,,,,,1.0,Foul,R,L,R,NYM,PHI,S,,,0,2,2023,-0.5,1.59,-0.6868465852328599,3.1030929958200923,,,,2,6,Top,,,,,,,5.333070170547339,-138.47671207210522,-4.0049379255879085,-7.723499995981962,33.95826347301238,-11.089966448289138,3.41,1.64,242.0,77.6,30.0,94.8,2543.0,6.3,716355,682626,624413,677595,683146,596019,641796,542364,621466,54.18,,,,,,,,42,3,4-Seam Fastball,1,2,2,1,2,1,2,1,Infield shade,Standard,210.0,0.0,0.0,64.8,6.1,,0.0,88.0,-1,1,0.389,0.611,25,30,25,31,3,2,7.0,1,,16.0,0.95,0.5,-0.5,33.2,-3.905934204655456,27.870116456412013,26.35542788551544,48.86245165333831,9.261733083693612
FC,2023-10-01,87.2,2.33,4.62,"Harrison, Kyle",518692,690986,,called_strike,,,,,6.0,Called Strike,R,L,L,SF,LAD,S,,,1,0,2023,0.01,0.37,0.6048684514454729,2.5633219074977247,,,681546.0,2,5,Top,,,,,,,-4.1778075785305955,-126.93337390493568,0.4833310201577735,0.9374104765882874,26.724623146577553,-28.52004167851552,3.65877306873592,1.95555615509129,,,,87.5,2113.0,6.5,716363,666165,664774,642731,669477,543063,624424,666149,573262,53.98,,,,,,,,34,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,143.0,0.005,-0.05,,,,0.05,,0,0,0.533,0.4669999999999999,21,33,22,34,3,2,10.0,1,,6.0,2.63,0.01,0.01,24.5,,,,,
FF,2023-10-01,92.5,1.79,5.51,"Rodriguez, Eduardo",677588,593958,,called_strike,,,,,7.0,Called Strike,R,L,L,DET,CLE,S,,,2,0,2023,0.56,1.12,-0.4953634164467353,1.6785498281755853,,,,2,7,Top,,,,,,,-7.061046673954051,-134.50372016873956,-6.472713147057103,8.222856315363773,25.771212871680333,-17.30993324629491,3.43576935659528,1.66528897402441,,,,93.0,2223.0,6.4,716361,668670,679529,628451,663837,595879,668731,678009,681481,54.13,,,,,,,,56,3,4-Seam Fastball,5,2,2,5,2,5,2,5,Standard,Strategic,148.0,0.003,-0.06,,,,0.06,,3,-3,0.929,0.0709999999999999,30,22,30,22,3,2,7.0,4,,,1.52,0.56,0.56,32.4,,,,,
ST,2023-10-01,82.2,2.61,5.88,"Weathers, Ryan",609280,677960,,foul,,,,,13.0,Foul,R,R,L,PIT,MIA,S,,,1,2,2023,-1.65,-0.15,-1.9846854610194875,1.9983833034033696,,,656582.0,1,6,Bot,,,,,,,-7.169357044160732,-119.47719518775529,-1.8954999090475613,-14.223810052018784,25.181073678690225,-33.41971772591255,3.23,1.54,32.0,87.9,-1.0,81.4,2544.0,6.0,716362,663743,493329,669364,542932,621563,650559,641658,660821,54.49,,,,,,,,42,4,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,311.0,0.0,0.0,78.6,8.3,,0.0,88.0,0,0,0.565,0.565,23,28,24,28,3,2,41.0,1,,,3.56,-1.65,1.65,43.1,19.489526724580752,-49.60520788583854,29.444105873395767,19.620569651475712,52.36773271779866
SI,2023-10-01,95.2,-3.03,5.58,"Ureña, José",596847,570632,,foul,,,,,7.0,Foul,R,L,R,CWS,SD,S,,,2,0,2023,-1.29,0.74,-0.6646152993362047,1.6083519111595226,,,676946.0,1,6,Top,,,,,,,9.155405844823054,-138.44470487791074,-6.585899514347714,-18.499292248740183,25.673885837259792,-21.405606634781247,3.2,1.55,45.0,83.0,2.0,96.5,2185.0,6.7,716356,656024,683734,621545,672820,462101,571980,572204,657757,53.79,,,,,,,,41,3,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,233.0,0.011,-0.061,66.7,6.7,,0.061,88.0,0,0,0.481,0.519,31,32,32,32,3,1,5.0,1,,,1.74,1.29,-1.29,28.7,-1.5599353095515662,32.44387600402153,35.41511978804272,39.30908651970578,13.77488394103054
CH,2023-10-01,84.1,-1.6,5.99,"Ober, Bailey",592178,641927,,ball,,,,,14.0,Ball,R,R,R,COL,MIN,B,,,1,0,2023,-1.41,0.25,1.2864921905580258,1.8775737463626456,,,,1,7,Bot,,,,,,,9.6120234790342,-122.23089553320776,-3.768769352317734,-15.871327059255682,19.431624511964213,-29.18842613840492,3.31329292665434,1.70725523552291,,,,85.8,2168.0,7.0,716359,680777,543877,666397,456781,571657,650489,664057,656669,53.47,,,,,,,,53,2,Changeup,1,2,1,2,2,1,1,2,Standard,Standard,251.0,0.011,0.066,,,,-0.066,,-1,-1,0.321,0.321,27,31,28,31,3,2,5.0,1,6.0,,2.93,1.41,1.41,29.1,,,,,
SL,2023-10-01,88.0,-2.65,5.54,"Greene, Hunter",665877,668881,,ball,,,,,12.0,Ball,R,R,R,STL,CIN,B,,,2,0,2023,0.69,-0.22,0.909050163714074,2.417289519444537,691023.0,,668800.0,2,5,Bot,,,,,,,7.233363320124821,-127.9029769653157,-0.9120400886035458,5.838424604858737,29.85800026641272,-34.609705526818885,3.11086832459684,1.44035219652219,,,,87.9,2368.0,6.6,716353,571912,663886,669222,682622,682829,605361,656413,666181,53.92,,,,,,,,44,3,Slider,4,2,4,2,2,4,4,2,Standard,Standard,117.0,0.004,0.057,,,,-0.057,,2,2,0.816,0.816,23,24,24,24,3,2,5.0,1,,,3.2,-0.69,-0.69,20.7,,,,,
CH,2023-10-01,81.7,-1.67,6.11,"Giolito, Lucas",663837,608337,,swinging_strike,,,,,13.0,Swinging Strike,R,R,R,DET,CLE,S,,,3,1,2023,-1.14,0.77,-0.8665193609654711,1.8356754887785904,,,681481.0,0,5,Bot,,,,,,,4.026312472341447,-118.70421327713504,-4.409802520692872,-11.510195071933888,26.77924529401298,-24.253750709320116,3.47,1.67,,,,81.4,1465.0,6.6,716361,666310,647304,677588,671289,677587,680757,657656,660757,53.89,,,,,,,,43,5,Changeup,3,2,3,2,2,3,3,2,Standard,Standard,227.0,-0.012,-0.068,77.4,9.0,,0.068,,1,1,0.76,0.76,28,26,29,27,3,2,5.0,1,,,2.71,1.14,1.14,46.8,27.564223760668487,-45.43186996367648,33.38408024311908,25.948889386786256,56.63636466567694
SV,2023-10-01,83.1,2.26,4.63,"Harrison, Kyle",518692,690986,,ball,,,,,13.0,Ball,R,L,L,SF,LAD,B,,,0,0,2023,-0.58,-0.18,-0.8796860681416496,1.6734200867716775,,,681546.0,2,5,Top,,,,,,,-6.079473990014656,-120.94727045189504,-0.0120566303690285,-4.720433032082234,21.05949016380055,-34.11884681702345,3.65877306873592,1.92357645280441,,,,83.9,1955.0,6.6,716363,666165,664774,642731,669477,543063,624424,666149,573262,53.94,,,,,,,,34,1,Slurve,0,0,0,0,0,0,0,0,Standard,Standard,308.0,-0.003,0.03,,,,-0.03,,0,0,0.536,0.4639999999999999,21,33,22,34,3,2,10.0,1,,6.0,3.45,-0.58,-0.58,29.1,,,,,
CH,2023-10-01,85.5,-2.48,5.32,"Buttó, José",595909,676130,,foul,,,,,1.0,Foul,R,L,R,NYM,PHI,S,,,0,1,2023,-0.78,0.76,-0.6872040318006406,3.0571082742912727,,,,2,6,Top,,,,,,,5.808109714424483,-124.3743642144151,-0.5423533111709666,-9.281755378880082,26.917680986241383,-24.408219021307616,3.41,1.64,220.0,80.2,51.0,85.5,2017.0,6.5,716355,682626,624413,677595,683146,596019,641796,542364,621466,54.02,,,,,,,,42,2,Changeup,1,2,2,1,2,1,2,1,Standard,Standard,228.0,0.003,-0.061,67.5,6.5,,0.061,88.0,-1,1,0.386,0.614,25,30,25,31,3,2,7.0,1,,16.0,2.38,0.78,-0.78,32.0,10.685102839825008,17.627532116798957,30.952788167657317,47.869402281107895,16.042673728544766
FF,2023-10-01,92.9,1.78,5.6,"Rodriguez, Eduardo",677588,593958,,ball,,,,,7.0,Ball,R,L,L,DET,CLE,B,,,1,0,2023,0.64,1.09,-0.4160660680268747,1.5065745630482874,,,,2,7,Top,,,,,,,-7.032041624868485,-134.99698245147573,-7.089774954601847,9.353467174136007,28.371658297650615,-17.461787806178595,3.35696718097935,1.59572944243153,,,,93.0,2217.0,6.3,716361,668670,679529,628451,663837,595879,668731,678009,681481,54.16,,,,,,,,56,2,4-Seam Fastball,5,2,2,5,2,5,2,5,Standard,Strategic,159.0,-0.003,0.056,,,,-0.056,,3,-3,0.932,0.0679999999999999,30,22,30,22,3,2,7.0,4,,,1.55,0.64,0.64,37.0,,,,,
CH,2023-10-01,88.2,-3.21,5.7,"Ureña, José",596847,570632,,ball,,,,,13.0,Ball,R,L,R,CWS,SD,B,,,1,0,2023,-1.17,0.87,-0.8640255136580797,2.267279094299973,,,676946.0,1,6,Top,,,,,,,8.233007408435746,-128.2346099189304,-4.11352110577271,-14.5341129285026,24.9810749410518,-21.922429936483628,3.17773016035255,1.57193674941287,,,,89.4,1856.0,6.9,716356,656024,683734,621545,672820,462101,571980,572204,657757,53.58,,,,,,,,41,2,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,235.0,-0.011,0.054,,,,-0.054,,0,0,0.492,0.508,31,32,32,32,3,1,5.0,1,,,2.05,1.17,-1.17,33.9,,,,,
SL,2023-10-01,85.2,-1.9,6.16,"Rutledge, Jackson",542303,671131,field_out,hit_into_play,,,,,5.0,Marcell Ozuna pops out to shortstop CJ Abrams.,R,R,R,ATL,WSH,X,6.0,popup,1,2,2023,0.13,0.12,-0.1079666831348595,2.65978679119254,645277.0,,663586.0,1,5,Bot,94.48,140.43,,,,,3.9430071905953223,-123.86628503989,-2.0170732576518544,0.3958578037490136,28.977975656615264,-30.761163466254573,3.53,1.77,161.0,96.7,65.0,84.3,2044.0,6.2,716354,686452,608841,545121,666198,682928,669743,696285,657041,54.34,0.024,0.029,0.0,1.0,0.0,0.0,3.0,48,5,Slider,5,5,5,5,5,5,5,5,Standard,Standard,41.0,-0.062,-0.032,77.7,7.7,0.039,0.032,96.7,0,0,0.629,0.629,24,32,24,33,3,2,7.0,1,,6.0,3.07,-0.13,-0.13,29.2,20.100304411565244,-11.809843036426544,34.512317866552394,35.981551546454256,42.227862788246256
