pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2023-10-01,97.0,-2.47,5.2,"Cano, Yennier",666915,666974,strikeout,swinging_strike,,,,,12.0,Bobby Dalbec strikes out swinging.,R,R,R,BAL,BOS,S,2.0,,0,2,2023,-1.34,0.82,0.8605003569622602,2.85358145080233,,596115.0,677800.0,2,7,Top,,,,,,,12.047062617530448,-140.7563590586364,-2.597130786683285,-20.53017538159811,31.872424895566247,-20.84806547189291,3.49,1.68,,,,97.5,2299.0,6.7,716367,543510,663624,676059,683002,622761,677008,656775,623993,53.77,,0.0,0.0,1.0,0.0,0.0,,56,3,4-Seam Fastball,0,6,6,0,6,0,6,0,Standard,Standard,261.0,0.002,-0.195,68.2,6.6,,0.195,,-6,6,0.018,0.982,29,28,29,28,1,3,3.0,2,7.0,,1.61,1.34,1.34,7.6,2.916903195540837,27.884677352384983,32.13896569627319,48.23284802010296,19.028171124434316
FF,2023-10-01,93.9,-3.44,5.19,"Weissert, Greg",686681,669711,,foul,,,,,9.0,Foul,R,L,R,KC,NYY,S,,,0,1,2023,-0.99,1.07,0.2853342103367511,2.1679146616661376,,,,1,8,Bot,,,,,,,11.761844985535648,-136.27438933064818,-4.46691565812827,-14.709661787066688,27.122395049732766,-17.992368614902457,3.53,1.69,184.0,72.2,60.0,93.7,2296.0,6.1,716352,669224,518934,672724,643396,683011,677592,664314,665828,54.36,,,,,,,,65,2,4-Seam Fastball,5,2,5,2,2,5,5,2,Standard,Standard,229.0,-0.001,-0.057,66.2,6.7,,0.057,88.0,3,3,0.97,0.97,28,25,28,25,1,3,1.0,1,,,1.51,0.99,-0.99,21.9,5.466846352447722,1.857615529116896,40.623914549069085,33.52393525852254,24.143433891274285
CU,2023-10-01,81.0,2.34,5.71,"Kerr, Ray",683734,678061,,called_strike,,,,,6.0,Called Strike,R,R,L,CWS,SD,S,,,1,1,2023,-0.09,-0.05,0.5136776463320701,2.8903459657502566,,,,0,6,Bot,,,,,,,-3.9254139597749464,-117.96315652539852,0.3969231358698921,-0.1175369181298892,21.26782662297924,-32.90133086907436,3.50523604919332,1.6562631835531,,,,81.5,1828.0,6.4,716356,664954,643265,676946,666703,673490,595777,663757,640492,54.07,,,,,,,,44,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,326.0,-0.008,-0.061,,,,0.061,,0,0,0.574,0.574,28,25,29,25,1,2,1.0,1,,,3.5,-0.09,0.09,26.2,,,,,
SI,2023-10-01,93.1,2.69,6.06,"Weathers, Ryan",669707,677960,,ball,,,,,14.0,Ball,R,R,L,PIT,MIA,B,,,0,0,2023,1.08,1.16,0.7005412306958405,1.619880723990554,,,,1,1,Bot,,,,,,,-7.391845358269753,-135.28197398235642,-8.1020456484205,14.879797061319358,27.35176031776934,-16.404101024501244,3.56664173190095,1.8027847590014,,,,92.5,2149.0,5.8,716362,663743,493329,669364,542932,621563,650559,641658,660821,54.68,,,,,,,,6,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,140.0,0.003,0.039,,,,-0.039,,0,0,0.526,0.526,23,25,24,25,1,0,41.0,1,,,1.47,1.08,-1.08,38.3,,,,,
FC,2023-10-01,84.6,-1.87,3.87,"Kelly, Kevin",474832,687330,,called_strike,,,,,11.0,Called Strike,R,L,R,TOR,TB,S,,,0,1,2023,0.48,0.39,-0.4024089871313467,3.541849063093081,,662139.0,623168.0,2,6,Bot,,,,,,,2.5027280889195755,-123.09786308100028,4.891130858164958,4.4626981742424245,23.333095187333445,-29.365444679029597,3.23962473467385,1.4750367689876,,,,86.3,2510.0,7.3,716357,650907,666018,691406,670623,678554,606132,622534,666139,53.22,,,,,,,,64,2,Cutter,6,11,6,11,11,6,6,11,Infield shade,Standard,129.0,-0.006,-0.061,,,,0.061,,-5,-5,0.051,0.051,25,35,26,35,1,3,5.0,1,,2.0,2.79,-0.48,0.48,7.0,,,,,
FC,2023-10-01,89.2,2.18,5.72,"Cabrera, Génesis",691406,650893,,swinging_strike,,,,,13.0,Swinging Strike,R,R,L,TOR,TB,S,,,0,0,2023,-0.13,0.49,-1.3145895444298588,1.6939825468481042,,,,1,7,Top,,,,,,,-8.286659796133813,-129.56849661510864,-4.844874166006123,0.3526688340083552,27.716699663708734,-25.833114359245588,3.411,1.565,,,,88.7,2144.0,6.1,716357,623168,624415,676914,669289,666182,686490,662139,593160,54.36,,,,,,,,66,1,Cutter,6,11,11,6,11,6,11,6,Standard,Standard,162.0,0.0,-0.041,45.0,8.2,,0.041,,-5,5,0.035,0.965,26,19,27,20,1,4,1.0,1,2.0,2.0,2.39,-0.13,0.13,38.3,7.509576223540642,-20.41295907081574,21.25980318763572,22.925386054411184,31.731029993835815
FF,2023-10-01,96.7,-2.76,5.6,"Vest, Will",608070,676684,,called_strike,,,,,11.0,Called Strike,R,L,R,DET,CLE,S,,,0,0,2023,-0.74,1.57,-1.0035933649562636,2.9520311204556107,,,,1,8,Top,,,,,,,6.34626983691662,-140.48819802468336,-4.972376679793363,-11.279024134898474,36.419366230491285,-10.554389396272434,3.36009538722486,1.61802744713453,,,,95.8,2087.0,6.2,716361,668670,628451,670097,663837,595879,668731,678009,681481,54.32,,,,,,,,62,1,4-Seam Fastball,5,2,2,5,2,5,2,5,Infield shade,Standard,222.0,0.002,-0.041,,,,0.041,,3,-3,0.951,0.049,28,30,28,31,1,3,1.0,1,,,0.91,0.74,-0.74,51.4,,,,,
FF,2023-10-01,93.7,1.71,5.7,"Kay, Anthony",681082,641743,,ball,,,,,12.0,Ball,R,L,L,NYM,PHI,B,,,2,0,2023,0.43,1.28,0.03348377339811,3.601493480706963,596117.0,665506.0,,1,9,Top,,,,,,,-5.242124570060498,-136.42159626249563,-2.472996435347599,6.592456880848379,30.825466209091584,-15.914682204309877,3.46371791001162,1.57570210937758,,,,92.8,2341.0,5.8,716355,605421,624413,677595,683146,596019,641796,542364,621466,54.69,,,,,,,,66,3,4-Seam Fastball,1,5,5,1,5,1,5,1,Strategic,Standard,139.0,0.0,0.05,,,,-0.05,,-4,4,0.009,0.991,28,25,28,26,1,4,4.0,1,,2.0,1.32,0.43,0.43,36.4,,,,,
FF,2023-10-01,95.9,-2.06,5.32,"García, Deivi",664954,665620,,ball,,,,,11.0,Ball,R,L,R,CWS,SD,B,,,0,2,2023,-0.82,1.39,-2.30404590649006,3.454527960900076,,666703.0,,0,10,Top,,,,,,,1.2097239558994126,-139.7679708433824,-2.504869860782283,-11.001263171714072,30.5839336752737,-13.623986355434813,3.2777277193602,1.63975694788562,,,,96.6,2232.0,6.6,716356,656024,683734,621545,672820,462101,571980,572204,657757,53.95,,,,,,,,73,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,217.0,-0.011,0.017,,,,-0.017,,0,0,0.544,0.4559999999999999,24,29,24,29,1,3,2.0,1,,,1.08,0.82,-0.82,32.0,,,,,
SI,2023-10-01,95.3,-2.73,5.92,"Ureña, José",673490,570632,,called_strike,,,,,7.0,Called Strike,R,R,R,CWS,SD,S,,,0,0,2023,-1.54,0.95,-0.5012161506994406,1.7635886893402295,,,593428.0,0,1,Top,,,,,,,9.376445796512392,-138.2734439087481,-7.431965813651529,-21.827485207967783,31.128837537439303,-18.415591924648492,3.34773456680353,1.53974476568759,,,,95.9,2254.0,6.8,716356,656024,683734,621545,672820,462101,571980,572204,657757,53.7,,,,,,,,2,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,224.0,0.005,-0.036,,,,0.036,,0,0,0.464,0.536,31,27,32,28,1,0,5.0,1,,,1.57,1.54,1.54,35.5,,,,,
FF,2023-10-01,94.9,-2.44,5.5,"Buttó, José",592206,676130,,foul,,,,,11.0,Foul,R,R,R,NYM,PHI,S,,,0,0,2023,-0.84,1.57,-1.1104625434269568,3.3901389079412576,,,,1,1,Top,,,,,,,5.305102706704638,-138.02317615734196,-3.297696555403789,-11.9648274535066,33.142904716370985,-11.602140833899728,3.78,1.8,122.0,56.7,56.0,93.7,2403.0,5.8,716355,682626,624413,677595,683146,596019,641796,542364,621466,54.7,,,,,,,,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,216.0,0.002,-0.041,63.1,6.1,,0.041,88.0,0,0,0.522,0.478,25,31,25,31,1,0,7.0,1,,2.0,0.98,0.84,0.84,33.9,1.258071389454691,12.754937929172142,39.821987378118685,24.44200837418776,23.22493156392836
SI,2023-10-01,92.3,2.39,6.07,"Funderburk, Kody",660707,681892,,foul,,,,,2.0,Foul,R,R,L,COL,MIN,S,,,1,1,2023,1.23,0.7,0.2303085813086174,3.038334477929254,,641857.0,,0,10,Bot,,,,,,,-8.201238813974173,-134.2575065526708,-3.497403596639822,16.578462034272096,24.96024848991838,-23.15604961661048,3.26,1.64,258.0,79.4,33.0,93.2,2449.0,6.5,716359,680777,666397,543877,456781,571657,650489,664057,656669,53.98,,,,,,,,75,3,Sinker,2,2,2,2,2,2,2,2,Standard,Standard,153.0,-0.026,-0.066,,,,0.066,88.0,0,0,0.8,0.8,26,24,27,25,1,3,2.0,1,,,1.95,1.23,-1.23,35.9,,,,,
FF,2023-10-01,95.8,-2.38,5.86,"Jiménez, Joe",696285,641729,,foul,,,,,11.0,Foul,R,R,R,ATL,WSH,S,,,1,1,2023,-0.98,1.29,-0.8448854370057416,3.5077626925017036,545121.0,669743.0,,1,8,Top,,,,,,,6.411983762337311,-139.35209337796454,-3.6117539630630655,-14.19527407435461,30.09611109805133,-14.66246579000754,3.28,1.52,,,,98.1,2433.0,7.5,716354,518595,670032,645277,663586,606115,592696,671739,607680,52.98,,,,,,,,71,3,4-Seam Fastball,7,5,5,7,5,7,5,7,Standard,Standard,220.0,0.031,-0.08,19.3,3.5,,0.08,,2,-2,0.717,0.283,28,23,28,24,1,3,3.0,1,8.0,,1.18,0.98,0.98,31.9,-16.167367403489294,61.86505815840921,41.77998583093016,28.13323738525364,-2.3507088803935288
FF,2023-10-01,99.3,-2.57,6.64,"Alcala, Jorge",660707,660896,,ball,,,,,12.0,Ball,R,R,R,COL,MIN,B,,,1,1,2023,-0.73,1.18,0.2958011395878912,3.96382542007117,,,,0,8,Bot,,,,,,,9.457292456875225,-144.40744442256263,-4.714264890646269,-12.214520663654296,29.3281882228984,-14.615976994952176,3.25325938557076,1.65999945702871,,,,98.9,2330.0,5.8,716359,680777,543877,666397,456781,571657,650489,664057,656669,54.67,,,,,,,,59,3,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shade,Standard,216.0,0.013,0.059,,,,-0.059,,-1,-1,0.305,0.305,27,24,28,25,1,2,140.0,1,,,1.11,0.73,0.73,47.3,,,,,
CU,2023-10-01,79.1,-2.1,5.63,"Thornton, Trent",673962,663423,,ball,,,,,14.0,Ball,R,R,R,SEA,TEX,B,,,0,2,2023,0.55,-1.42,1.8241845718484777,0.2930386757053567,,,,0,8,Top,,,,,,,7.525015942458059,-114.8955214219453,-2.039859502208736,3.1266545425740606,25.52202446977528,-44.361656561379725,3.48030561681932,1.55366823167235,,,,78.5,2967.0,6.4,716360,620443,664034,668942,553993,676609,686527,664238,672284,54.05,,,,,,,,51,3,Curveball,1,0,0,1,0,1,0,1,Standard,Standard,27.0,-0.006,0.024,,,,-0.024,,1,-1,0.767,0.2329999999999999,29,25,30,25,1,2,2.0,1,,2.0,5.14,-0.55,-0.55,53.6,,,,,
FS,2023-10-01,85.0,-1.26,6.07,"Swanson, Erik",606132,657024,,called_strike,,,,,3.0,Called Strike,R,L,R,TOR,TB,S,,,1,1,2023,-0.72,0.0,0.325027653471026,3.078499250535141,,,,0,9,Top,,,,,,,5.19646283294125,-123.75314161674056,-0.6860977873602291,-8.422693495706028,24.953619225518253,-32.24336507330171,3.31005410100948,1.48961959955359,,,,85.7,1192.0,6.7,716357,623168,624415,676914,669289,666182,686490,662139,593160,53.78,,,,,,,,85,3,Split-Finger,8,12,12,8,12,8,12,8,Standard,Standard,229.0,0.001,-0.061,,,,0.061,,-4,4,0.015,0.985,29,29,30,29,1,4,1.0,1,2.0,,3.15,0.72,-0.72,42.9,,,,,
FF,2023-10-01,83.9,3.02,6.3,"Suter, Brent",456781,608718,,called_strike,,,,,3.0,Called Strike,R,R,L,COL,MIN,S,,,1,1,2023,-0.39,0.72,0.7952573365286375,2.9856271113803268,,,,0,1,Top,,,,,,,-4.47466920184587,-122.38774228870491,-2.9054730778916564,-3.2840790658634744,18.304165483401334,-24.538699742388243,3.22324272703754,1.49455930740967,,,,86.4,2230.0,7.2,716359,642851,660707,663898,641857,678662,666134,686668,453568,53.27,,,,,,,,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,184.0,0.006,-0.061,,,,0.061,,0,0,0.501,0.499,33,35,34,36,1,0,3.0,1,,2.0,2.44,-0.39,0.39,56.8,,,,,
FF,2023-10-01,91.5,-1.7,5.81,"Javier, Cristian",691783,664299,,ball,,,,,12.0,Ball,R,R,R,AZ,HOU,B,,,1,1,2023,-0.6,1.58,0.0259844965452681,3.7228008428224255,,,,0,1,Bot,,,,,,,5.582116124585193,-133.09712437090022,-2.6947816053694646,-8.372876591866053,32.45631113389341,-13.2107613512744,3.45149061404656,1.64410551614861,,,,90.1,2252.0,5.8,716358,455117,547989,514888,608324,665161,488726,676801,663656,54.75,,,,,,,,10,3,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,209.0,0.004,0.059,,,,-0.059,,-4,-4,0.195,0.195,26,20,26,21,1,0,5.0,5,9.0,16.0,1.18,0.6,0.6,35.3,,,,,
CH,2023-10-01,83.4,-1.1,6.99,"Stripling, Ross",518692,548389,,blocked_ball,,,,,13.0,Ball In Dirt,R,L,R,SF,LAD,B,,,0,2,2023,-0.73,0.89,-0.3584431068221198,0.3298479947364716,,,605141.0,2,6,Top,,,,,,,3.106335525935057,-121.14631928237272,-10.620375397859034,-7.788301839014845,20.089776473604193,-21.7384788849979,3.6272964213822,1.82756576634713,,,,83.3,1760.0,6.0,716363,666165,664774,642731,669477,543063,624424,666149,573262,54.49,,,,,,,,46,3,Changeup,0,5,5,0,5,0,5,0,Infield shade,Standard,226.0,-0.001,0.02,,,,-0.02,,-5,5,0.054,0.946,33,33,34,34,1,3,8.0,1,,6.0,2.36,0.73,-0.73,62.7,,,,,
SI,2023-10-01,92.4,3.79,5.31,"Strahm, Matt",542364,621381,,foul,,,,,12.0,Foul,R,L,L,NYM,PHI,S,,,1,1,2023,1.69,1.23,1.1295078317717002,3.418890805087803,,,,0,1,Bot,,,,,,,-10.427516304167058,-134.12116483582764,-1.6049291727015955,22.718967052205738,32.36031698649766,-17.26446667344605,3.34,1.59,131.0,62.2,65.0,91.7,2447.0,6.3,716355,596117,595909,681082,664761,624641,669016,679032,592206,54.22,,,,,,,,6,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,130.0,-0.006,-0.061,66.8,6.1,,0.061,88.0,0,0,0.547,0.547,31,32,32,32,1,0,3.0,1,6.0,,1.48,1.69,1.69,30.0,10.82480971333287,-2.55157566888332,21.159301433709317,22.153581148527227,26.41280180308116
FF,2023-10-01,97.3,-1.96,5.65,"Stewart, Brock",641857,592779,,called_strike,,,,,11.0,Called Strike,R,L,R,COL,MIN,S,,,2,0,2023,-0.51,1.08,-0.9984011119981326,3.21415551242387,,,,2,7,Bot,,,,,,,3.726370215335543,-141.84448381157665,-3.6095534170001824,-7.665620551591525,27.09930945109028,-16.829723855587954,3.48427862577964,1.74192864902259,,,,97.9,2586.0,6.1,716359,680777,543877,666397,456781,571657,650489,664057,656669,54.35,,,,,,,,54,3,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shade,Standard,221.0,-0.005,-0.06,,,,0.06,,-1,-1,0.287,0.287,31,28,32,29,1,2,2.0,2,3.0,,1.28,0.51,-0.51,28.5,,,,,
FF,2023-10-01,94.9,-2.1,5.48,"Stephan, Trevor",668731,663986,,swinging_strike,,,,,11.0,Swinging Strike,R,L,R,DET,CLE,S,,,2,0,2023,-1.1,1.16,-0.8757444277278124,2.914355435768873,,,,0,8,Bot,,,,,,,5.673871878378988,-138.05594573978448,-3.5800580155887394,-15.304092689539932,33.71730461939194,-16.841785457518366,3.54,1.69,,,,94.7,2506.0,6.4,716361,666310,647304,677588,671289,677587,680757,657656,660757,54.07,,,,,,,,64,3,4-Seam Fastball,5,2,5,2,2,5,5,2,Standard,Standard,233.0,0.0,-0.065,73.1,7.3,,0.065,,3,3,0.973,0.973,27,24,28,25,1,3,4.0,1,,,1.4,1.1,-1.1,35.2,15.602782671294683,11.53299923690044,27.55148211675664,48.25214296304738,15.48734649631024
FF,2023-10-01,94.5,1.22,6.32,"Sousa, Bennett",656896,656986,,ball,,,,,14.0,Ball,R,R,L,AZ,HOU,B,,,1,0,2023,0.27,1.33,0.9611040371835398,1.8097919425462312,,,,1,7,Bot,,,,,,,-1.2808436038507134,-137.3882400795481,-9.0015967174047,3.6762801088664783,30.75348669735368,-13.552000952577036,3.58479553321364,1.62522265292132,,,,94.4,2178.0,6.3,716358,455117,547989,514888,608324,665161,676801,676694,663656,54.22,,,,,,,,58,2,4-Seam Fastball,0,8,0,8,8,0,0,8,Standard,Standard,154.0,0.001,0.066,,,,-0.066,,-8,-8,0.003,0.003,28,27,28,27,1,2,5.0,3,,15.0,1.23,0.27,-0.27,48.7,,,,,
FF,2023-10-01,100.1,1.88,5.69,"Soto, Gregory",621466,642397,,called_strike,,,,,6.0,Called Strike,R,L,L,NYM,PHI,S,,,0,0,2023,0.95,1.02,0.6920065334899957,2.275141169428239,,,,1,8,Bot,,,,,,,-5.5398103166693815,-145.48838485052875,-6.430933806140468,14.792073362901393,36.8955484398787,-16.27999983861083,3.12086882427469,1.4309167105448,,,,100.1,2308.0,6.5,716355,596117,595909,681082,664761,624641,642215,679032,669016,53.97,,,,,,,,59,1,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,136.0,-0.005,-0.041,,,,0.041,,-2,-2,0.123,0.123,28,29,28,30,1,2,4.0,1,3.0,,1.27,0.95,0.95,37.1,,,,,
CH,2023-10-01,85.5,-2.67,6.11,"Fulmer, Carson",665923,608334,,called_strike,,,,,7.0,Called Strike,R,R,R,LAA,ATH,S,,,2,0,2023,-1.12,0.56,-0.4768830025258441,1.4204183540888304,,,,0,1,Top,,,,,,,7.405204918126451,-124.27056099230552,-5.888064632843378,-13.040752412105762,24.532590929967053,-25.42069022625343,3.05673798182703,1.46252827706525,,,,85.4,1524.0,6.3,716365,681351,592273,664058,683021,687263,545341,621433,666176,54.22,,,,,,,,1,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,225.0,0.007,-0.065,,,,0.065,,0,0,0.489,0.511,29,24,30,24,1,0,6.0,1,,,2.57,1.12,1.12,43.5,,,,,
FF,2023-10-01,95.8,-1.25,5.97,"Berroa, Prelander",641598,672860,,called_strike,,,,,6.0,Called Strike,R,R,R,SEA,TEX,S,,,2,0,2023,-0.13,1.54,0.7424386927298252,2.739739730643297,,,,0,7,Top,,,,,,,5.536162969145315,-139.40751448253428,-6.4277984575188825,-2.9180408883348705,29.58521056752427,-10.798834364896244,3.30388908212838,1.538293535378,,,,95.7,2247.0,6.1,716360,620443,664034,668942,553993,676609,686527,664238,672284,54.38,,,,,,,,45,3,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,194.0,0.014,-0.065,,,,0.065,,1,-1,0.671,0.3289999999999999,23,32,23,32,1,2,72.0,2,,7.0,0.93,0.13,0.13,54.4,,,,,
SI,2023-10-01,91.7,1.66,6.52,"Smyly, Drew",592885,592767,,ball,,,,,11.0,Ball,R,L,L,MIL,CHC,B,,,1,1,2023,0.52,1.39,-1.0503312566958252,2.5321514649166814,,,,0,1,Bot,,,,,,,-7.913272930836657,-133.20215172460772,-7.212806353999012,7.761556158165539,25.95220402433178,-14.185432803756497,3.19733100367173,1.56073149054117,,,,91.4,1907.0,6.0,716364,665804,676724,670156,621550,666624,643565,691718,672744,54.5,,,,,,,,7,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,146.0,0.004,0.059,,,,-0.059,,0,0,0.547,0.547,34,31,34,32,1,0,2.0,2,,2.0,1.31,0.52,0.52,51.2,,,,,
CH,2023-10-01,83.5,-2.95,5.99,"Shaw, Bryan",595777,543766,,foul,,,,,7.0,Foul,R,L,R,CWS,SD,S,,,1,1,2023,-1.03,0.48,-0.7369789857552701,2.080567265469831,,,,0,9,Top,,,,,,,7.043317963399535,-121.52718712482138,-3.552776092101728,-11.516704805314967,21.642917594189537,-26.939798282082336,3.31,1.61,2.0,42.6,-54.0,83.1,1921.0,5.8,716356,656024,683734,621545,672820,462101,571980,572204,657757,54.7,,,,,,,,66,3,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,222.0,0.014,-0.061,66.4,8.7,,0.061,88.0,0,0,0.503,0.497,35,30,36,30,1,3,1.0,1,,,2.77,1.03,-1.03,35.2,28.97344173451858,-28.886028316297512,32.602883762995994,42.65838364714578,44.17279177176587
FF,2023-10-01,93.7,1.18,5.08,"Sears, JP",545341,676664,,ball,,,,,11.0,Ball,R,R,L,LAA,ATH,B,,,1,1,2023,0.79,1.22,-1.063560291039234,3.354930660019593,,,,0,1,Bot,,,,,,,-7.523391571299725,-136.36806083769306,-1.4517122356882406,11.389664715739997,27.599690114687053,-16.81608414351652,3.12586304311483,1.57738605642322,,,,93.9,2031.0,6.2,716365,691016,676116,680869,672478,669397,668709,671732,665923,54.25,,,,,,,,4,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,138.0,0.004,0.059,,,,-0.059,,0,0,0.547,0.547,27,31,27,32,1,0,7.0,1,,,1.36,0.79,-0.79,27.0,,,,,
FF,2023-10-01,93.0,-2.14,5.96,"Bido, Osvaldo",621563,674370,,called_strike,,,,,9.0,Called Strike,R,L,R,PIT,MIA,S,,,1,0,2023,-1.19,1.19,0.6883198215261626,1.7635547757871806,,,,1,5,Top,,,,,,,9.8072629861585,-134.85862545176315,-7.50804067666215,-16.684292573350763,30.56435962155175,-16.153946448440664,3.00506917318728,1.42359552527519,,,,92.5,2322.0,6.3,716362,641511,656582,693304,669707,678894,669261,678225,609280,54.24,,,,,,,,31,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,224.0,0.004,-0.05,,,,0.05,,0,0,0.527,0.473,27,33,28,33,1,1,2.0,9,,,1.48,1.19,-1.19,39.1,,,,,
FF,2023-10-01,94.9,-1.69,6.11,"Jackson, Andre",650559,656578,,foul,,,,,9.0,Foul,R,R,R,PIT,MIA,S,,,0,0,2023,-0.65,1.23,0.3535607789774952,2.100788846973231,,,,1,1,Top,,,,,,,6.820842442377364,-137.9499857823797,-7.582006169974898,-9.7804691820767,30.851230406755835,-14.95988849385582,3.45,1.67,175.0,81.3,66.0,95.1,2142.0,6.5,716362,641511,656582,693304,669707,678894,669261,678225,609280,54.04,,,,,,,,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,213.0,0.002,-0.041,76.1,8.3,,0.041,88.0,0,0,0.522,0.478,27,26,27,27,1,0,7.0,1,,2.0,1.31,0.65,0.65,62.5,12.747489058484076,-3.348657273108861,38.1195326454245,41.2254458585719,28.617473355949
SI,2023-10-01,91.0,-2.63,5.41,"Seabold, Connor",680777,657756,,called_strike,,,,,4.0,Called Strike,R,R,R,COL,MIN,S,,,0,0,2023,-0.89,0.91,-0.6663612312533109,2.6790907525007195,,,596146.0,0,2,Top,,,,,,,6.799485061038947,-132.4919278437667,-3.004225481371721,-11.794759464867074,22.474759885873624,-20.904636106566876,3.35565042009686,1.51819780193937,,,,91.4,2077.0,6.0,716359,642851,660707,663898,641857,678662,666134,686668,453568,54.46,,,,,,,,8,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,248.0,0.005,-0.036,,,,0.036,,0,0,0.462,0.538,27,26,27,26,1,0,3.0,2,,2.0,1.79,0.89,0.89,29.7,,,,,
SI,2023-10-01,90.1,1.17,6.44,"Irvin, Cole",657136,608344,,foul,,,,,3.0,Foul,R,R,L,BAL,BOS,S,,,0,0,2023,1.18,1.0,0.4536469141080133,3.126592929180177,,,,1,8,Top,,,,,,,-4.273727511112221,-131.1324664195625,-4.394583770582242,14.519341627479433,27.24896526328856,-19.905714062471368,3.23,1.4,229.0,78.1,55.0,90.1,1841.0,6.2,716367,543510,663624,676059,602104,683002,677008,622761,623993,54.27,,,,,,,,61,1,Sinker,0,6,6,0,6,0,6,0,Standard,Standard,142.0,0.0,-0.041,70.2,7.7,,0.041,88.0,-6,6,0.009,0.991,29,27,29,27,1,3,19.0,2,,,1.8,1.18,-1.18,46.5,22.220799862455852,-6.208279750527056,32.353407783725174,42.40338272310612,33.189214188113354
FF,2023-10-01,93.0,-2.79,4.14,"Schreiber, John",676059,670167,,called_strike,,,,,7.0,Called Strike,R,R,R,BAL,BOS,S,,,2,0,2023,-0.92,0.59,-0.6594829863003577,1.6152957193596025,,,,0,8,Bot,,,,,,,7.536195664847081,-135.40895627006137,-2.0641598624073163,-12.93487934780858,27.17400965693719,-24.580622477441175,3.43947067017639,1.68160528299409,,,,94.1,2078.0,6.7,716367,657136,666915,665839,622569,596115,677800,678882,608701,53.8,,,,,,,,63,3,4-Seam Fastball,0,6,0,6,6,0,0,6,Standard,Standard,241.0,-0.002,-0.065,,,,0.065,,-6,-6,0.013,0.013,29,24,29,24,1,2,4.0,1,,6.0,2.02,0.92,0.92,9.2,,,,,
